"ORIGIN","DEST","MONTH",
"06A","A43",1,
"06A","A43",1,
"1G4","BLD",1,
"1G4","GCN",1,
"1G4","BLD",1,
"1TX","FLL",1,
"7AK","DUT",1,
"7AK","CDB",1,
"7AK","KQA",1,
"7AK","AKB",1,
"7AK","KQA",1,
"7AK","KQA",1,
"7AK","DUT",1,
"A1K","SCC",1,
"A20","ANC",1,
"A20","SCC",1,
"A26","FAI",1,
"A27","FAI",1,
"A43","DGB",1,
"A43","06A",1,
"A43","KPY",1,
"A43","KKB",1,
"A43","KKB",1,
"A43","KOY",1,
"A43","A50",1,
"A43","AOS",1,
"A43","EHR",1,
"A43","A43",1,
"A43","KKB",1,
"A43","KOY",1,
"A43","KKB",1,
"A43","DGB",1,
"A50","A43",1,
"ABE","ORD",1,
"ABE","IND",1,
"ABE","MEM",1,
"ABE","PGD",1,
"ABE","SFB",1,
"ABE","BNA",1,
"ABE","PIE",1,
"ABE","FLL",1,
"ABE","SRQ",1,
"ABE","DTW",1,
"ABE","CLE",1,
"ABE","DTW",1,
"ABE","LAL",1,
"ABE","AFW",1,
"ABE","SMF",1,
"ABE","RFD",1,
"ABE","LAL",1,
"ABE","AFW",1,
"ABE","ORD",1,
"ABE","DTW",1,
"ABE","ATL",1,
"ABE","DTW",1,
"ABE","DTW",1,
"ABE","CLT",1,
"ABE","CLT",1,
"ABE","IAD",1,
"ABI","LBB",1,
"ABI","IAH",1,
"ABI","DFW",1,
"ABI","DFW",1,
"ABI","DFW",1,
"ABI","DFW",1,
"ABL","OTZ",1,
"ABL","SHG",1,
"ABL","OTZ",1,
"ABL","WLK",1,
"ABL","OBU",1,
"ABL","OTZ",1,
"ABL","OTZ",1,
"ABL","OTZ",1,
"ABL","RDB",1,
"ABL","RLU",1,
"ABL","ORV",1,
"ABQ","DEN",1,
"ABQ","LAS",1,
"ABQ","OAK",1,
"ABQ","BWI",1,
"ABQ","DAL",1,
"ABQ","HOU",1,
"ABQ","LAX",1,
"ABQ","PHX",1,
"ABQ","MDW",1,
"ABQ","SAT",1,
"ABQ","DEN",1,
"ABQ","LAS",1,
"ABQ","SAN",1,
"ABQ","DAL",1,
"ABQ","HOU",1,
"ABQ","PHX",1,
"ABQ","AUS",1,
"ABQ","MDW",1,
"ABQ","MCI",1,
"ABQ","CNM",1,
"ABQ","DRO",1,
"ABQ","ABQ",1,
"ABQ","FMN",1,
"ABQ","DEN",1,
"ABQ","DEN",1,
"ABQ","MEM",1,
"ABQ","DFW",1,
"ABQ","DRO",1,
"ABQ","FMN",1,
"ABQ","LBB",1,
"ABQ","MEM",1,
"ABQ","LAS",1,
"ABQ","AUS",1,
"ABQ","IAH",1,
"ABQ","DEN",1,
"ABQ","SLC",1,
"ABQ","LAX",1,
"ABQ","SFO",1,
"ABQ","IAH",1,
"ABQ","DEN",1,
"ABQ","SFO",1,
"ABQ","DFW",1,
"ABQ","PHX",1,
"ABQ","TUS",1,
"ABQ","ONT",1,
"ABQ","PHX",1,
"ABQ","ELP",1,
"ABQ","ONT",1,
"ABQ","PHX",1,
"ABQ","SDF",1,
"ABQ","ELP",1,
"ABQ","PHX",1,
"ABQ","BUF",1,
"ABQ","JFK",1,
"ABQ","SVC",1,
"ABQ","LRD",1,
"ABQ","IAH",1,
"ABQ","DFW",1,
"ABQ","ORD",1,
"ABQ","IAH",1,
"ABQ","DFW",1,
"ABQ","SEA",1,
"ABQ","SEA",1,
"ABQ","SEA",1,
"ABQ","IAH",1,
"ABQ","AMA",1,
"ABQ","PDX",1,
"ABQ","ATL",1,
"ABQ","IAH",1,
"ABQ","DFW",1,
"ABR","PIR",1,
"ABR","FSD",1,
"ABR","MSP",1,
"ABR","MSP",1,
"ABY","CAE",1,
"ABY","SDF",1,
"ABY","MCO",1,
"ABY","PBI",1,
"ABY","MSY",1,
"ABY","SDF",1,
"ABY","PNS",1,
"ABY","ATL",1,
"ACK","PVD",1,
"ACK","JFK",1,
"ACK","EWB",1,
"ACK","HYA",1,
"ACK","HPN",1,
"ACK","BOS",1,
"ACK","MVY",1,
"ACK","JFK",1,
"ACK","HYA",1,
"ACK","HPN",1,
"ACK","TEB",1,
"ACT","DFW",1,
"ACT","DFW",1,
"ACT","DFW",1,
"ACT","IAH",1,
"ACT","MHK",1,
"ACT","FOE",1,
"ACT","IAH",1,
"ACT","MHK",1,
"ACT","LBB",1,
"ACT","SWO",1,
"ACT","DSM",1,
"ACV","SMF",1,
"ACV","UKI",1,
"ACV","LAX",1,
"ACV","SFO",1,
"ACV","SFO",1,
"ACY","FRG",1,
"ACY","TPA",1,
"ACY","FLL",1,
"ACY","RSW",1,
"ACY","MCO",1,
"ACY","TPA",1,
"ACY","MYR",1,
"ACY","RSW",1,
"ACY","MCO",1,
"ACY","FLL",1,
"ACY","RSW",1,
"ACY","PBI",1,
"ACY","TPA",1,
"ACY","MYR",1,
"ACY","FLL",1,
"ACY","RSW",1,
"ACY","MCO",1,
"ACY","PBI",1,
"ACY","SWF",1,
"ADK","CDB",1,
"ADK","ANC",1,
"ADK","CDB",1,
"ADK","ANC",1,
"ADQ","ANC",1,
"ADQ","ANC",1,
"ADQ","ANC",1,
"ADQ","ADQ",1,
"ADQ","AKK",1,
"ADQ","AKK",1,
"ADQ","KLN",1,
"ADQ","KOZ",1,
"ADQ","OLH",1,
"ADQ","ORI",1,
"ADQ","AKK",1,
"ADQ","KLN",1,
"ADQ","KOZ",1,
"ADQ","KYK",1,
"ADQ","OLH",1,
"ADQ","ORI",1,
"ADQ","KOZ",1,
"ADQ","ORI",1,
"ADQ","ADQ",1,
"ADQ","AKK",1,
"ADQ","KLN",1,
"ADQ","KOZ",1,
"ADQ","KYK",1,
"ADQ","NNK",1,
"ADQ","OLH",1,
"ADQ","ORI",1,
"ADQ","ANC",1,
"ADQ","ANC",1,
"ADQ","ANC",1,
"ADQ","SEA",1,
"ADQ","SDP",1,
"ADQ","DUT",1,
"ADQ","ANC",1,
"ADS","HOU",1,
"ADS","SCE",1,
"ADS","CLL",1,
"ADS","ELP",1,
"ADS","BFI",1,
"ADS","LAF",1,
"ADS","MCI",1,
"ADW","IAD",1,
"AET","FAI",1,
"AET","BTT",1,
"AET","BTT",1,
"AET","HUS",1,
"AET","BRW",1,
"AET","SCC",1,
"AET","FAI",1,
"AET","BTT",1,
"AET","FAI",1,
"AET","HUS",1,
"AET","FAI",1,
"AEX","IAH",1,
"AEX","MSN",1,
"AEX","GRK",1,
"AEX","DFW",1,
"AEX","DFW",1,
"AEX","ATL",1,
"AEX","ATL",1,
"AEX","IAH",1,
"AEX","IAD",1,
"AFW","SBN",1,
"AFW","LBB",1,
"AFW","TUL",1,
"AFW","MAF",1,
"AFW","TUL",1,
"AFW","ORD",1,
"AFW","IAH",1,
"AFW","LBB",1,
"AFW","AUS",1,
"AFW","ELP",1,
"AFW","GSO",1,
"AFW","TPA",1,
"AFW","SLC",1,
"AFW","SAN",1,
"AFW","MSP",1,
"AFW","MSY",1,
"AFW","TUL",1,
"AFW","MCI",1,
"AFW","SAT",1,
"AFW","ELP",1,
"AFW","SMF",1,
"AFW","DEN",1,
"AFW","OAK",1,
"AFW","MEM",1,
"AFW","LAX",1,
"AFW","SJC",1,
"AFW","BUR",1,
"AFW","SEA",1,
"AFW","LAX",1,
"AFW","ANC",1,
"AFW","LBB",1,
"AFW","MAF",1,
"AFW","TUL",1,
"AFW","SHV",1,
"AFW","ILN",1,
"AFW","SFO",1,
"AFW","JFK",1,
"AFW","CVG",1,
"AFW","ABE",1,
"AFW","SEA",1,
"AFW","ILN",1,
"AFW","PHX",1,
"AFW","SFO",1,
"AFW","JFK",1,
"AFW","AEX",1,
"AFW","IAH",1,
"AFW","SFO",1,
"AFW","ONT",1,
"AFW","LAL",1,
"AFW","MSY",1,
"AFW","DFW",1,
"AFW","RIC",1,
"AGC","STL",1,
"AGC","APA",1,
"AGC","HOU",1,
"AGC","LRD",1,
"AGN","JNU",1,
"AGN","JNU",1,
"AGN","JNU",1,
"AGN","TKE",1,
"AGS","GPT",1,
"AGS","CLT",1,
"AGS","CLT",1,
"AGS","CLT",1,
"AGS","ATL",1,
"AGS","DFW",1,
"AHN","LEX",1,
"AHN","GNV",1,
"AHN","ATL",1,
"AIA","DEN",1,
"AIN","BRW",1,
"AIN","SCC",1,
"AIN","PHO",1,
"AIN","PIZ",1,
"AIN","BTT",1,
"AIN","ATK",1,
"AKB","DUT",1,
"AKI","BET",1,
"AKI","KWT",1,
"AKI","TLT",1,
"AKI","KKI",1,
"AKI","BET",1,
"AKI","KKI",1,
"AKI","ANI",1,
"AKI","TLT",1,
"AKI","BET",1,
"AKI","TLT",1,
"AKI","ANC",1,
"AKK","ADQ",1,
"AKK","PTH",1,
"AKK","OLH",1,
"AKK","ADQ",1,
"AKK","KLN",1,
"AKK","KYK",1,
"AKK","OLH",1,
"AKK","ADQ",1,
"AKN","ILI",1,
"AKN","ANC",1,
"AKN","CDB",1,
"AKN","HOM",1,
"AKN","PTH",1,
"AKN","ANC",1,
"AKN","DLG",1,
"AKN","IGG",1,
"AKN","EGX",1,
"AKN","EGX",1,
"AKN","DLG",1,
"AKN","IGG",1,
"AKN","EGX",1,
"AKN","ILI",1,
"AKN","ILI",1,
"AKN","KPV",1,
"AKN","PIP",1,
"AKN","CDB",1,
"AKN","DUT",1,
"AKN","ANC",1,
"AKN","KLL",1,
"AKN","PIP",1,
"AKN","UGS",1,
"AKN","WSN",1,
"AKN","KNW",1,
"AKN","AKN",1,
"AKN","DLG",1,
"AKN","KCG",1,
"AKN","KCL",1,
"AKN","KCQ",1,
"AKN","KLL",1,
"AKN","KPV",1,
"AKN","PIP",1,
"AKN","PTH",1,
"AKN","UGS",1,
"AKN","WSN",1,
"AKN","ENA",1,
"AKN","DLG",1,
"AKN","KNW",1,
"AKN","ANC",1,
"AKN","DLG",1,
"AKN","ILI",1,
"AKN","ANC",1,
"AKN","ANC",1,
"AKN","DLG",1,
"AKN","DUT",1,
"AKN","DUT",1,
"AKP","CXF",1,
"AKP","FAI",1,
"AKP","FAI",1,
"AKP","FAI",1,
"AKP","FAI",1,
"AKP","FAI",1,
"AKP","BTT",1,
"AKP","AET",1,
"AKP","CXF",1,
"AKP","BRW",1,
"AKP","FAI",1,
"AKP","BRW",1,
"ALB","ORD",1,
"ALB","BWI",1,
"ALB","MDW",1,
"ALB","MCO",1,
"ALB","TPA",1,
"ALB","DEN",1,
"ALB","BWI",1,
"ALB","FLL",1,
"ALB","MDW",1,
"ALB","MCO",1,
"ALB","BDL",1,
"ALB","MCO",1,
"ALB","EWR",1,
"ALB","MEM",1,
"ALB","PGD",1,
"ALB","PIE",1,
"ALB","ORD",1,
"ALB","CLE",1,
"ALB","DTW",1,
"ALB","SYR",1,
"ALB","PHL",1,
"ALB","BDL",1,
"ALB","SDF",1,
"ALB","MCO",1,
"ALB","FLL",1,
"ALB","MCO",1,
"ALB","DTW",1,
"ALB","ORD",1,
"ALB","CLT",1,
"ALB","DTW",1,
"ALB","ORD",1,
"ALB","DTW",1,
"ALB","ATL",1,
"ALB","DTW",1,
"ALB","DTW",1,
"ALB","EWR",1,
"ALB","IAD",1,
"ALB","ATL",1,
"ALB","PHL",1,
"ALB","ORD",1,
"ALB","PHL",1,
"ALB","DCA",1,
"ALB","MHT",1,
"ALB","ORD",1,
"ALO","EVV",1,
"ALO","MDH",1,
"ALO","ORD",1,
"ALS","DEN",1,
"ALW","SEA",1,
"ALW","HPN",1,
"ALZ","A43",1,
"ALZ","A43",1,
"AMA","DFW",1,
"AMA","DFW",1,
"AMA","DAL",1,
"AMA","DFW",1,
"AMA","IAH",1,
"AMA","ELP",1,
"AMA","DEN",1,
"AMA","LAS",1,
"AMA","DEN",1,
"AMA","DFW",1,
"ANC","CVG",1,
"ANC","ORD",1,
"ANC","LAX",1,
"ANC","LCK",1,
"ANC","JFK",1,
"ANC","CVG",1,
"ANC","ORD",1,
"ANC","LAX",1,
"ANC","ENA",1,
"ANC","HOM",1,
"ANC","FAI",1,
"ANC","TKJ",1,
"ANC","SNP",1,
"ANC","STG",1,
"ANC","ILI",1,
"ANC","CDV",1,
"ANC","KTN",1,
"ANC","PSG",1,
"ANC","TEK",1,
"ANC","WRG",1,
"ANC","YAK",1,
"ANC","AKN",1,
"ANC","JNU",1,
"ANC","BET",1,
"ANC","FAI",1,
"ANC","SIT",1,
"ANC","ADQ",1,
"ANC","ANI",1,
"ANC","ANC",1,
"ANC","DUT",1,
"ANC","CDB",1,
"ANC","SDP",1,
"ANC","DLG",1,
"ANC","SNP",1,
"ANC","ENA",1,
"ANC","HOM",1,
"ANC","EWR",1,
"ANC","MEM",1,
"ANC","IND",1,
"ANC","GUM",1,
"ANC","LAX",1,
"ANC","AFW",1,
"ANC","FAI",1,
"ANC","ADQ",1,
"ANC","OAK",1,
"ANC","MEM",1,
"ANC","IND",1,
"ANC","BTT",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","SHX",1,
"ANC","ADQ",1,
"ANC","ANC",1,
"ANC","DUT",1,
"ANC","CDB",1,
"ANC","SDP",1,
"ANC","DLG",1,
"ANC","SDF",1,
"ANC","ONT",1,
"ANC","MHR",1,
"ANC","SDF",1,
"ANC","ONT",1,
"ANC","MHR",1,
"ANC","SDF",1,
"ANC","SDF",1,
"ANC","ORD",1,
"ANC","PHX",1,
"ANC","GEG",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","KSM",1,
"ANC","AIN",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","RDB",1,
"ANC","DUT",1,
"ANC","ANI",1,
"ANC","DLG",1,
"ANC","EMK",1,
"ANC","CVG",1,
"ANC","ORD",1,
"ANC","RFD",1,
"ANC","LAX",1,
"ANC","LCK",1,
"ANC","JFK",1,
"ANC","DFW",1,
"ANC","LAX",1,
"ANC","AKN",1,
"ANC","ENA",1,
"ANC","BET",1,
"ANC","ENA",1,
"ANC","BVU",1,
"ANC","FAI",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","ANI",1,
"ANC","DLG",1,
"ANC","UNK",1,
"ANC","EMK",1,
"ANC","TOG",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","ILI",1,
"ANC","ANI",1,
"ANC","DLG",1,
"ANC","DEN",1,
"ANC","SEA",1,
"ANC","HNL",1,
"ANC","OGG",1,
"ANC","LAX",1,
"ANC","BRW",1,
"ANC","SCC",1,
"ANC","BET",1,
"ANC","FAI",1,
"ANC","ADQ",1,
"ANC","ADK",1,
"ANC","CDB",1,
"ANC","KOA",1,
"ANC","SEA",1,
"ANC","BRW",1,
"ANC","JNU",1,
"ANC","SCC",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","ADQ",1,
"ANC","OME",1,
"ANC","CDB",1,
"ANC","CDV",1,
"ANC","SEA",1,
"ANC","SEA",1,
"ANC","PDX",1,
"ANC","LAX",1,
"ANC","PHX",1,
"ANC","KOA",1,
"ANC","JNU",1,
"ANC","OTZ",1,
"ANC","SEA",1,
"ANC","BRW",1,
"ANC","JNU",1,
"ANC","SCC",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","CDV",1,
"ANC","SEA",1,
"ANC","JNU",1,
"ANC","SIT",1,
"ANC","CDV",1,
"ANC","SEA",1,
"ANC","JNU",1,
"ANC","ADK",1,
"ANC","SCC",1,
"ANC","RDB",1,
"ANC","SCC",1,
"ANC","RDB",1,
"ANC","SCC",1,
"ANC","SEA",1,
"ANC","AKN",1,
"ANC","FAI",1,
"ANC","MCG",1,
"ANC","GKN",1,
"ANC","SEA",1,
"ANC","SLC",1,
"ANC","MSP",1,
"ANC","SEA",1,
"ANC","ORD",1,
"ANC","LAX",1,
"ANC","ANC",1,
"ANC","ORD",1,
"ANC","LAX",1,
"ANC","ILI",1,
"ANC","KNK",1,
"ANC","NNL",1,
"ANC","CDB",1,
"ANC","KVC",1,
"ANC","KMO",1,
"ANC","CVG",1,
"ANC","MIA",1,
"ANC","ORD",1,
"ANC","RFD",1,
"ANC","BNA",1,
"ANC","LAX",1,
"ANC","ANC",1,
"ANC","LCK",1,
"ANC","HSV",1,
"ANC","JFK",1,
"ANC","CHS",1,
"ANC","ORD",1,
"ANC","JFK",1,
"ANC","CVG",1,
"ANC","MIA",1,
"ANC","ORD",1,
"ANC","JFK",1,
"ANC","CVG",1,
"ANC","ORD",1,
"ANC","BNA",1,
"ANC","LAX",1,
"ANC","CVG",1,
"ANC","ORD",1,
"ANC","LAX",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","FAI",1,
"ANC","ADQ",1,
"ANC","ANC",1,
"ANC","ENA",1,
"ANC","HOM",1,
"ANC","SDP",1,
"ANC","DUT",1,
"ANC","CDB",1,
"ANC","DLG",1,
"ANC","UNK",1,
"ANC","VDZ",1,
"ANC","AKN",1,
"ANC","BET",1,
"ANC","FAI",1,
"ANC","ADQ",1,
"ANC","ANC",1,
"ANC","DUT",1,
"ANC","CDB",1,
"ANC","DLG",1,
"ANC","MSP",1,
"ANC","FAI",1,
"ANC","UNK",1,
"ANC","ANI",1,
"ANC","ANC",1,
"ANC","FAI",1,
"ANC","ADQ",1,
"ANC","ANI",1,
"ANC","ANC",1,
"ANC","CKD",1,
"ANC","FAI",1,
"ANC","KGX",1,
"ANC","UNK",1,
"ANC","PHO",1,
"ANC","ENA",1,
"ANC","JZE",1,
"ANC","OME",1,
"ANC","UNK",1,
"ANC","SVA",1,
"ANC","ELI",1,
"ANC","SMK",1,
"ANC","MCG",1,
"ANC","AKN",1,
"ANC","BRW",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","DLG",1,
"ANC","UNK",1,
"ANC","ANI",1,
"ANC","MCG",1,
"ANC","BRW",1,
"ANC","BET",1,
"ANC","OTZ",1,
"ANC","OME",1,
"ANC","DLG",1,
"ANC","UNK",1,
"ANC","ANI",1,
"ANC","ADQ",1,
"ANC","RDB",1,
"ANC","ADQ",1,
"ANC","RDB",1,
"ANI","BET",1,
"ANI","GAL",1,
"ANI","ANC",1,
"ANI","BET",1,
"ANI","BET",1,
"ANI","ANC",1,
"ANI","BET",1,
"ANI","FAI",1,
"ANI","ANC",1,
"ANI","ANC",1,
"ANI","SRV",1,
"ANI","BET",1,
"ANI","RSH",1,
"ANI","KLG",1,
"ANI","KGX",1,
"ANI","SHX",1,
"ANI","CKD",1,
"ANI","HCR",1,
"ANI","ANI",1,
"ANI","CHU",1,
"ANI","SLQ",1,
"ANI","RDV",1,
"ANI","ANV",1,
"ANI","BET",1,
"ANI","RSH",1,
"ANI","KLG",1,
"ANI","KGX",1,
"ANI","SHX",1,
"ANI","HCR",1,
"ANI","ANI",1,
"ANI","SLQ",1,
"ANI","ANV",1,
"ANI","RSH",1,
"ANI","KLG",1,
"ANI","KGX",1,
"ANI","SHX",1,
"ANI","CKD",1,
"ANI","ANI",1,
"ANI","CHU",1,
"ANI","ANV",1,
"ANI","ANC",1,
"ANI","RSH",1,
"ANI","KLG",1,
"ANI","KGX",1,
"ANI","SHX",1,
"ANI","CKD",1,
"ANI","HCR",1,
"ANI","SLQ",1,
"ANI","CKD",1,
"ANI","CHU",1,
"ANI","ANC",1,
"ANI","ANC",1,
"ANV","HCR",1,
"ANV","ANI",1,
"ANV","KGX",1,
"ANV","ANI",1,
"ANV","UNK",1,
"ANV","ANI",1,
"AOH","MDW",1,
"AOO","BWI",1,
"AOO","PIT",1,
"AOS","KZB",1,
"APA","LAS",1,
"APA","ASE",1,
"APA","VNY",1,
"APA","SBA",1,
"APA","HPN",1,
"APA","SMF",1,
"APA","TRM",1,
"APF","TEB",1,
"APF","FLL",1,
"APF","SUS",1,
"APN","FNT",1,
"APN","DTW",1,
"ARC","FYU",1,
"ARC","FAI",1,
"ARC","VEE",1,
"ARC","FYU",1,
"ARC","SCC",1,
"ARC","FAI",1,
"ARC","FAI",1,
"ARC","FAI",1,
"ARC","VEE",1,
"ARC","VEE",1,
"ART","PHL",1,
"ASE","1TX",1,
"ASE","ORD",1,
"ASE","IAH",1,
"ASE","DEN",1,
"ASE","DFW",1,
"ASE","LAX",1,
"ASE","PHX",1,
"ASE","SFO",1,
"ASE","LAX",1,
"ASE","VNY",1,
"ASE","VNY",1,
"ASE","HHR",1,
"ASE","HHR",1,
"ASE","LAS",1,
"ASE","MDW",1,
"ASE","MDW",1,
"ASE","EGE",1,
"ATK","AIN",1,
"ATK","BRW",1,
"ATK","SCC",1,
"ATK","BRW",1,
"ATL","DTW",1,
"ATL","MIA",1,
"ATL","JAX",1,
"ATL","MSP",1,
"ATL","TCL",1,
"ATL","CLT",1,
"ATL","MEM",1,
"ATL","IND",1,
"ATL","PHL",1,
"ATL","MSY",1,
"ATL","IAD",1,
"ATL","HPN",1,
"ATL","PHX",1,
"ATL","MCO",1,
"ATL","OKC",1,
"ATL","TYS",1,
"ATL","MSN",1,
"ATL","RDU",1,
"ATL","TPA",1,
"ATL","AEX",1,
"ATL","TPA",1,
"ATL","BNA",1,
"ATL","TYS",1,
"ATL","GNV",1,
"ATL","RDU",1,
"ATL","AHN",1,
"ATL","TPA",1,
"ATL","STL",1,
"ATL","SAT",1,
"ATL","OMA",1,
"ATL","TPA",1,
"ATL","DEN",1,
"ATL","LAS",1,
"ATL","BWI",1,
"ATL","MSP",1,
"ATL","MEM",1,
"ATL","IND",1,
"ATL","DAL",1,
"ATL","RDU",1,
"ATL","HOU",1,
"ATL","PHL",1,
"ATL","MSY",1,
"ATL","BNA",1,
"ATL","LGA",1,
"ATL","FLL",1,
"ATL","PHX",1,
"ATL","AUS",1,
"ATL","MDW",1,
"ATL","RSW",1,
"ATL","MCO",1,
"ATL","PBI",1,
"ATL","RIC",1,
"ATL","LIT",1,
"ATL","CLE",1,
"ATL","STL",1,
"ATL","SAT",1,
"ATL","CMH",1,
"ATL","OMA",1,
"ATL","TPA",1,
"ATL","DEN",1,
"ATL","LAS",1,
"ATL","JAX",1,
"ATL","BWI",1,
"ATL","GSP",1,
"ATL","MKE",1,
"ATL","MEM",1,
"ATL","IND",1,
"ATL","DAL",1,
"ATL","RDU",1,
"ATL","HOU",1,
"ATL","PHL",1,
"ATL","MSY",1,
"ATL","PIT",1,
"ATL","IAD",1,
"ATL","BNA",1,
"ATL","LGA",1,
"ATL","FLL",1,
"ATL","PHX",1,
"ATL","AUS",1,
"ATL","MDW",1,
"ATL","MCI",1,
"ATL","SDF",1,
"ATL","DCA",1,
"ATL","RSW",1,
"ATL","MCO",1,
"ATL","PBI",1,
"ATL","RIC",1,
"ATL","OKC",1,
"ATL","LIT",1,
"ATL","MSL",1,
"ATL","MKL",1,
"ATL","MIA",1,
"ATL","DEN",1,
"ATL","LAS",1,
"ATL","PHL",1,
"ATL","LGA",1,
"ATL","MIA",1,
"ATL","DEN",1,
"ATL","LAS",1,
"ATL","PHL",1,
"ATL","LGA",1,
"ATL","MCO",1,
"ATL","TTN",1,
"ATL","JAX",1,
"ATL","MEM",1,
"ATL","IND",1,
"ATL","CSG",1,
"ATL","EWR",1,
"ATL","GSO",1,
"ATL","MEM",1,
"ATL","AFW",1,
"ATL","TYS",1,
"ATL","MEM",1,
"ATL","AFW",1,
"ATL","CVG",1,
"ATL","ILG",1,
"ATL","ORD",1,
"ATL","IAH",1,
"ATL","DEN",1,
"ATL","IAH",1,
"ATL","TLH",1,
"ATL","CLT",1,
"ATL","PHL",1,
"ATL","SDF",1,
"ATL","CLT",1,
"ATL","DFW",1,
"ATL","SDF",1,
"ATL","BOS",1,
"ATL","JFK",1,
"ATL","MCO",1,
"ATL","FLL",1,
"ATL","BOS",1,
"ATL","JFK",1,
"ATL","FLL",1,
"ATL","JFK",1,
"ATL","AFW",1,
"ATL","AFW",1,
"ATL","ALB",1,
"ATL","BUF",1,
"ATL","MIA",1,
"ATL","ORD",1,
"ATL","EWR",1,
"ATL","GSO",1,
"ATL","OMA",1,
"ATL","EYW",1,
"ATL","GSP",1,
"ATL","CLT",1,
"ATL","IND",1,
"ATL","PHL",1,
"ATL","IAD",1,
"ATL","LEX",1,
"ATL","TLH",1,
"ATL","MDW",1,
"ATL","CAE",1,
"ATL","SDF",1,
"ATL","HHH",1,
"ATL","CHS",1,
"ATL","ORD",1,
"ATL","EWR",1,
"ATL","GSP",1,
"ATL","IAD",1,
"ATL","LEX",1,
"ATL","CAE",1,
"ATL","SDF",1,
"ATL","HHH",1,
"ATL","CHS",1,
"ATL","EWR",1,
"ATL","DEN",1,
"ATL","EWR",1,
"ATL","ORD",1,
"ATL","IAH",1,
"ATL","DEN",1,
"ATL","ORD",1,
"ATL","IAH",1,
"ATL","DEN",1,
"ATL","IAH",1,
"ATL","MIA",1,
"ATL","CLT",1,
"ATL","DFW",1,
"ATL","PHX",1,
"ATL","MIA",1,
"ATL","CLT",1,
"ATL","DFW",1,
"ATL","CLT",1,
"ATL","MIA",1,
"ATL","ORD",1,
"ATL","CLT",1,
"ATL","BWI",1,
"ATL","CVG",1,
"ATL","DFW",1,
"ATL","DTW",1,
"ATL","ALB",1,
"ATL","ILM",1,
"ATL","BUF",1,
"ATL","BMI",1,
"ATL","CHA",1,
"ATL","FWA",1,
"ATL","GPT",1,
"ATL","JAN",1,
"ATL","AEX",1,
"ATL","MLI",1,
"ATL","MOB",1,
"ATL","IAH",1,
"ATL","VPS",1,
"ATL","GSO",1,
"ATL","TYS",1,
"ATL","DAY",1,
"ATL","OMA",1,
"ATL","MDT",1,
"ATL","AVL",1,
"ATL","CRW",1,
"ATL","BTR",1,
"ATL","ABE",1,
"ATL","TRI",1,
"ATL","GSP",1,
"ATL","GNV",1,
"ATL","CHO",1,
"ATL","GTR",1,
"ATL","SGF",1,
"ATL","GRB",1,
"ATL","ATW",1,
"ATL","MSN",1,
"ATL","AGS",1,
"ATL","MYR",1,
"ATL","FAY",1,
"ATL","OAJ",1,
"ATL","BHM",1,
"ATL","DAL",1,
"ATL","RDU",1,
"ATL","ROA",1,
"ATL","HOU",1,
"ATL","MSY",1,
"ATL","IAD",1,
"ATL","LEX",1,
"ATL","BNA",1,
"ATL","TUL",1,
"ATL","TLH",1,
"ATL","ECP",1,
"ATL","ICT",1,
"ATL","MGM",1,
"ATL","CAE",1,
"ATL","SHV",1,
"ATL","EVV",1,
"ATL","XNA",1,
"ATL","HSV",1,
"ATL","CHS",1,
"ATL","DSM",1,
"ATL","OKC",1,
"ATL","SAV",1,
"ATL","LFT",1,
"ATL","LIT",1,
"ATL","CHA",1,
"ATL","FWA",1,
"ATL","AEX",1,
"ATL","CSG",1,
"ATL","GSO",1,
"ATL","TYS",1,
"ATL","AVL",1,
"ATL","CRW",1,
"ATL","TRI",1,
"ATL","CHO",1,
"ATL","GTR",1,
"ATL","SBN",1,
"ATL","MYR",1,
"ATL","MLU",1,
"ATL","ROA",1,
"ATL","DHN",1,
"ATL","LEX",1,
"ATL","VLD",1,
"ATL","BQK",1,
"ATL","MGM",1,
"ATL","ABY",1,
"ATL","SHV",1,
"ATL","EVV",1,
"ATL","XNA",1,
"ATL","LFT",1,
"ATL","SEA",1,
"ATL","SEA",1,
"ATL","CVG",1,
"ATL","CMH",1,
"ATL","EWR",1,
"ATL","ONT",1,
"ATL","PSP",1,
"ATL","TPA",1,
"ATL","DEN",1,
"ATL","LAS",1,
"ATL","BWI",1,
"ATL","SEA",1,
"ATL","CLT",1,
"ATL","ORF",1,
"ATL","IND",1,
"ATL","RDU",1,
"ATL","PHL",1,
"ATL","MSY",1,
"ATL","PIT",1,
"ATL","IAD",1,
"ATL","BDL",1,
"ATL","BNA",1,
"ATL","FLL",1,
"ATL","ECP",1,
"ATL","STX",1,
