"ORIGIN","DEST","MONTH",
"MCI","DEN",1,
"MCI","SLC",1,
"MCI","RFD",1,
"MCI","SDF",1,
"MCI","EGE",1,
"MCI","BRO",1,
"MCI","YIP",1,
"MCI","MKG",1,
"MCI","YIP",1,
"MCI","YIP",1,
"MCI","CNO",1,
"MCI","YIP",1,
"MCI","MCI",1,
"MCI","SDF",1,
"MCI","ELP",1,
"MCI","LRD",1,
"MCI","DTW",1,
"MCI","MIA",1,
"MCI","ORD",1,
"MCI","EWR",1,
"MCI","CLT",1,
"MCI","PHL",1,
"MCI","LGA",1,
"MCI","DTW",1,
"MCI","ORD",1,
"MCI","EWR",1,
"MCI","IAD",1,
"MCI","LGA",1,
"MCI","ORD",1,
"MCI","IAH",1,
"MCI","DEN",1,
"MCI","DEN",1,
"MCI","DEN",1,
"MCI","CLE",1,
"MCI","CLE",1,
"MCI","CLT",1,
"MCI","DFW",1,
"MCI","MIA",1,
"MCI","ORD",1,
"MCI","MIA",1,
"MCI","ORD",1,
"MCI","DFW",1,
"MCI","OKC",1,
"MCI","YIP",1,
"MCI","BGR",1,
"MCI","SEA",1,
"MCI","SEA",1,
"MCI","STL",1,
"MCI","SEA",1,
"MCI","ATL",1,
"MCI","SLC",1,
"MCI","ATL",1,
"MCI","AUS",1,
"MCI","ATL",1,
"MCI","SLC",1,
"MCI","ATL",1,
"MCI","MEM",1,
"MCI","ORD",1,
"MCI","IAH",1,
"MCI","IAD",1,
"MCI","PHX",1,
"MCI","LAS",1,
"MCI","LAX",1,
"MCI","MCO",1,
"MCI","LAS",1,
"MCI","MEM",1,
"MCI","CVG",1,
"MCI","GPT",1,
"MCI","LIT",1,
"MCI","DEN",1,
"MCK","DEN",1,
"MCN","BWI",1,
"MCN","BWI",1,
"MCN","MCN",1,
"MCN","MQY",1,
"MCN","MCN",1,
"MCN","GPT",1,
"MCN","SAV",1,
"MCO","DTW",1,
"MCO","MIA",1,
"MCO","EWR",1,
"MCO","CSG",1,
"MCO","SMF",1,
"MCO","TPA",1,
"MCO","CLT",1,
"MCO","MEM",1,
"MCO","HOU",1,
"MCO","BOS",1,
"MCO","PTK",1,
"MCO","LAX",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","ALB",1,
"MCO","CVG",1,
"MCO","BUF",1,
"MCO","STL",1,
"MCO","SAT",1,
"MCO","CMH",1,
"MCO","DEN",1,
"MCO","LAS",1,
"MCO","BWI",1,
"MCO","MSP",1,
"MCO","MKE",1,
"MCO","ORF",1,
"MCO","MEM",1,
"MCO","IND",1,
"MCO","BHM",1,
"MCO","DAL",1,
"MCO","RDU",1,
"MCO","HOU",1,
"MCO","PHL",1,
"MCO","PVD",1,
"MCO","MSY",1,
"MCO","PIT",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","ATL",1,
"MCO","FLL",1,
"MCO","PHX",1,
"MCO","SJU",1,
"MCO","AUS",1,
"MCO","MDW",1,
"MCO","ISP",1,
"MCO","MCI",1,
"MCO","RSW",1,
"MCO","MHT",1,
"MCO","GRR",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","ALB",1,
"MCO","CVG",1,
"MCO","BUF",1,
"MCO","STL",1,
"MCO","SAT",1,
"MCO","CMH",1,
"MCO","OMA",1,
"MCO","DEN",1,
"MCO","LAS",1,
"MCO","BWI",1,
"MCO","MSP",1,
"MCO","MKE",1,
"MCO","ORF",1,
"MCO","MEM",1,
"MCO","IND",1,
"MCO","BHM",1,
"MCO","DAL",1,
"MCO","RDU",1,
"MCO","HOU",1,
"MCO","PHL",1,
"MCO","PVD",1,
"MCO","MSY",1,
"MCO","PIT",1,
"MCO","IAD",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","ATL",1,
"MCO","FLL",1,
"MCO","PHX",1,
"MCO","SJU",1,
"MCO","AUS",1,
"MCO","MDW",1,
"MCO","ISP",1,
"MCO","MCI",1,
"MCO","SDF",1,
"MCO","DCA",1,
"MCO","RSW",1,
"MCO","MHT",1,
"MCO","RIC",1,
"MCO","ROC",1,
"MCO","GRR",1,
"MCO","BWI",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","CVG",1,
"MCO","BUF",1,
"MCO","ORD",1,
"MCO","BMI",1,
"MCO","STL",1,
"MCO","CMH",1,
"MCO","EWR",1,
"MCO","DEN",1,
"MCO","LAS",1,
"MCO","MDT",1,
"MCO","BWI",1,
"MCO","SYR",1,
"MCO","MKE",1,
"MCO","MSN",1,
"MCO","CLT",1,
"MCO","IND",1,
"MCO","RDU",1,
"MCO","PHL",1,
"MCO","PVD",1,
"MCO","DFW",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","LGA",1,
"MCO","ATL",1,
"MCO","LAX",1,
"MCO","BOS",1,
"MCO","AUS",1,
"MCO","ISP",1,
"MCO","MCI",1,
"MCO","HSV",1,
"MCO","TTN",1,
"MCO","DSM",1,
"MCO","GRR",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","ALB",1,
"MCO","CVG",1,
"MCO","BUF",1,
"MCO","ORD",1,
"MCO","BMI",1,
"MCO","STL",1,
"MCO","SAT",1,
"MCO","CMH",1,
"MCO","EWR",1,
"MCO","OMA",1,
"MCO","LAS",1,
"MCO","MDT",1,
"MCO","JAX",1,
"MCO","BWI",1,
"MCO","SYR",1,
"MCO","GRB",1,
"MCO","MKE",1,
"MCO","MSN",1,
"MCO","CLT",1,
"MCO","ORF",1,
"MCO","MEM",1,
"MCO","IND",1,
"MCO","RDU",1,
"MCO","PHL",1,
"MCO","PVD",1,
"MCO","MSY",1,
"MCO","PIT",1,
"MCO","IAD",1,
"MCO","DFW",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","LGA",1,
"MCO","ATL",1,
"MCO","LAX",1,
"MCO","BOS",1,
"MCO","AUS",1,
"MCO","ISP",1,
"MCO","MCI",1,
"MCO","SDF",1,
"MCO","HSV",1,
"MCO","TTN",1,
"MCO","DSM",1,
"MCO","GRR",1,
"MCO","OKC",1,
"MCO","PWM",1,
"MCO","JAX",1,
"MCO","MEM",1,
"MCO","TLH",1,
"MCO","MEM",1,
"MCO","GSO",1,
"MCO","MEM",1,
"MCO","IND",1,
"MCO","MEM",1,
"MCO","MEM",1,
"MCO","MEM",1,
"MCO","MIA",1,
"MCO","CAE",1,
"MCO","SDF",1,
"MCO","ONT",1,
"MCO","PHL",1,
"MCO","DFW",1,
"MCO","SDF",1,
"MCO","TPA",1,
"MCO","PHL",1,
"MCO","SDF",1,
"MCO","CLT",1,
"MCO","SDF",1,
"MCO","ALB",1,
"MCO","EWR",1,
"MCO","ATL",1,
"MCO","HPN",1,
"MCO","BOS",1,
"MCO","SJU",1,
"MCO","DCA",1,
"MCO","JFK",1,
"MCO","RIC",1,
"MCO","ALB",1,
"MCO","BUF",1,
"MCO","EWR",1,
"MCO","SLC",1,
"MCO","SYR",1,
"MCO","PHL",1,
"MCO","PVD",1,
"MCO","BDL",1,
"MCO","LGA",1,
"MCO","HPN",1,
"MCO","BOS",1,
"MCO","SJU",1,
"MCO","SFO",1,
"MCO","AUS",1,
"MCO","DCA",1,
"MCO","JFK",1,
"MCO","RIC",1,
"MCO","EWR",1,
"MCO","PHL",1,
"MCO","BDL",1,
"MCO","LGA",1,
"MCO","LAX",1,
"MCO","FLL",1,
"MCO","BOS",1,
"MCO","SJU",1,
"MCO","DCA",1,
"MCO","JFK",1,
"MCO","MIA",1,
"MCO","MSN",1,
"MCO","TCL",1,
"MCO","CVG",1,
"MCO","RFD",1,
"MCO","FLL",1,
"MCO","CAE",1,
"MCO","BGR",1,
"MCO","TPA",1,
"MCO","EYW",1,
"MCO","FLL",1,
"MCO","CAE",1,
"MCO","HSV",1,
"MCO","PNS",1,
"MCO","CHS",1,
"MCO","FLL",1,
"MCO","CAE",1,
"MCO","HSV",1,
"MCO","PNS",1,
"MCO","CHS",1,
"MCO","EYW",1,
"MCO","DCA",1,
"MCO","CLE",1,
"MCO","ORD",1,
"MCO","IAH",1,
"MCO","EWR",1,
"MCO","DEN",1,
"MCO","IAD",1,
"MCO","LGA",1,
"MCO","LAX",1,
"MCO","BOS",1,
"MCO","SFO",1,
"MCO","ORD",1,
"MCO","IAH",1,
"MCO","IAD",1,
"MCO","EWR",1,
"MCO","EWR",1,
"MCO","EWR",1,
"MCO","BOS",1,
"MCO","EWR",1,
"MCO","DEN",1,
"MCO","IAD",1,
"MCO","LGA",1,
"MCO","BOS",1,
"MCO","CLE",1,
"MCO","ORD",1,
"MCO","IAH",1,
"MCO","EWR",1,
"MCO","DEN",1,
"MCO","IAD",1,
"MCO","LAX",1,
"MCO","BOS",1,
"MCO","SFO",1,
"MCO","ORD",1,
"MCO","EWR",1,
"MCO","ORD",1,
"MCO","EWR",1,
"MCO","MIA",1,
"MCO","ORD",1,
"MCO","CLT",1,
"MCO","PHL",1,
"MCO","DFW",1,
"MCO","PHX",1,
"MCO","DCA",1,
"MCO","MIA",1,
"MCO","PHX",1,
"MCO","MIA",1,
"MCO","ORD",1,
"MCO","CLT",1,
"MCO","PHL",1,
"MCO","MSY",1,
"MCO","DFW",1,
"MCO","LAX",1,
"MCO","PHX",1,
"MCO","CLT",1,
"MCO","PHL",1,
"MCO","PHX",1,
"MCO","MIA",1,
"MCO","DFW",1,
"MCO","PHL",1,
"MCO","DFW",1,
"MCO","LAX",1,
"MCO","DCA",1,
"MCO","DFW",1,
"MCO","CVG",1,
"MCO","RDU",1,
"MCO","LRD",1,
"MCO","PDX",1,
"MCO","SFO",1,
"MCO","SEA",1,
"MCO","SEA",1,
"MCO","SFO",1,
"MCO","SAN",1,
"MCO","PDX",1,
"MCO","CVG",1,
"MCO","JFK",1,
"MCO","MSP",1,
"MCO","ATL",1,
"MCO","DTW",1,
"MCO","MSP",1,
"MCO","ATL",1,
"MCO","RDU",1,
"MCO","DTW",1,
"MCO","MSP",1,
"MCO","LGA",1,
"MCO","ATL",1,
"MCO","BOS",1,
"MCO","SRQ",1,
"MCO","JFK",1,
"MCO","LGA",1,
"MCO","BOS",1,
"MCO","JFK",1,
"MCO","ATL",1,
"MCO","DTW",1,
"MCO","CVG",1,
"MCO","SLC",1,
"MCO","MSP",1,
"MCO","SEA",1,
"MCO","ATL",1,
"MCO","LAX",1,
"MCO","BOS",1,
"MCO","JFK",1,
"MCO","DTW",1,
"MCO","MSP",1,
"MCO","ATL",1,
"MCO","DTW",1,
"MCO","MSP",1,
"MCO","ATL",1,
"MCO","LAX",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","ORD",1,
"MCO","IAH",1,
"MCO","CMH",1,
"MCO","EWR",1,
"MCO","LAS",1,
"MCO","CAK",1,
"MCO","BWI",1,
"MCO","MSP",1,
"MCO","ACY",1,
"MCO","LBE",1,
"MCO","CLT",1,
"MCO","MYR",1,
"MCO","IND",1,
"MCO","RDU",1,
"MCO","PHL",1,
"MCO","MSY",1,
"MCO","PIT",1,
"MCO","DFW",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","LGA",1,
"MCO","ATL",1,
"MCO","FLL",1,
"MCO","BOS",1,
"MCO","SJU",1,
"MCO","AUS",1,
"MCO","MCI",1,
"MCO","STT",1,
"MCO","RIC",1,
"MCO","RDU",1,
"MCO","DFW",1,
"MCO","FLL",1,
"MCO","SJU",1,
"MCO","DTW",1,
"MCO","ORD",1,
"MCO","EWR",1,
"MCO","CLT",1,
"MCO","PHL",1,
"MCO","DFW",1,
"MCO","BNA",1,
"MCO","FLL",1,
"MCO","SJU",1,
"MCO","DTW",1,
"MCO","IAH",1,
"MCO","CMH",1,
"MCO","EWR",1,
"MCO","LAS",1,
"MCO","CAK",1,
"MCO","BWI",1,
"MCO","MSP",1,
"MCO","ACY",1,
"MCO","CLT",1,
"MCO","IND",1,
"MCO","RDU",1,
"MCO","PHL",1,
"MCO","MSY",1,
"MCO","PIT",1,
"MCO","DFW",1,
"MCO","BDL",1,
"MCO","LGA",1,
"MCO","ATL",1,
"MCO","FLL",1,
"MCO","BOS",1,
"MCO","SJU",1,
"MCO","AUS",1,
"MCO","STT",1,
"MCO","RIC",1,
"MCO","CVG",1,
"MCO","MSP",1,
"MCO","MSN",1,
"MCO","SJU",1,
"MCO","SJU",1,
"MCO","SJU",1,
"MCO","SJU",1,
"MCO","CLE",1,
"MCO","DTW",1,
"MCO","CVG",1,
"MCO","BUF",1,
"MCO","STL",1,
"MCO","IAH",1,
"MCO","CMH",1,
"MCO","OMA",1,
"MCO","DEN",1,
"MCO","LAS",1,
"MCO","BWI",1,
"MCO","MKE",1,
"MCO","ORF",1,
"MCO","IND",1,
"MCO","RDU",1,
"MCO","DFW",1,
"MCO","BDL",1,
"MCO","BNA",1,
"MCO","BOS",1,
"MCO","BTV",1,
"MCO","DSM",1,
"MCO","GRR",1,
"MCW","ORD",1,
"MCW","MSP",1,
"MDT","ORD",1,
"MDT","CVG",1,
"MDT","BDL",1,
"MDT","MCO",1,
"MDT","MCO",1,
"MDT","IPT",1,
"MDT","EWR",1,
"MDT","MEM",1,
"MDT","IND",1,
"MDT","MEM",1,
"MDT","PGD",1,
"MDT","SFB",1,
"MDT","PGD",1,
"MDT","PIE",1,
"MDT","SRQ",1,
"MDT","SDF",1,
"MDT","SDF",1,
"MDT","RFD",1,
"MDT","SDF",1,
"MDT","SDF",1,
"MDT","ORD",1,
"MDT","ORD",1,
"MDT","ORD",1,
"MDT","DFW",1,
"MDT","DTW",1,
"MDT","ATL",1,
"MDT","DTW",1,
"MDT","DTW",1,
"MDT","CLT",1,
"MDT","TYS",1,
"MDT","CLT",1,
"MDT","PHL",1,
"MDT","IAD",1,
"MDW","CLE",1,
"MDW","SAT",1,
"MDW","TPA",1,
"MDW","DTW",1,
"MDW","ALB",1,
"MDW","CVG",1,
"MDW","BUF",1,
"MDW","STL",1,
"MDW","SAT",1,
"MDW","CMH",1,
"MDW","ONT",1,
"MDW","SMF",1,
"MDW","OMA",1,
"MDW","TPA",1,
"MDW","DEN",1,
"MDW","LAS",1,
"MDW","OAK",1,
"MDW","SAN",1,
"MDW","BWI",1,
"MDW","MSP",1,
"MDW","SEA",1,
"MDW","PDX",1,
"MDW","ABQ",1,
"MDW","MEM",1,
"MDW","DAL",1,
"MDW","RDU",1,
"MDW","HOU",1,
"MDW","PHL",1,
"MDW","PVD",1,
"MDW","MSY",1,
"MDW","PIT",1,
"MDW","BDL",1,
"MDW","BNA",1,
"MDW","LGA",1,
"MDW","ATL",1,
"MDW","LAX",1,
"MDW","SJC",1,
"MDW","FLL",1,
"MDW","BOS",1,
"MDW","PHX",1,
"MDW","SFO",1,
"MDW","AUS",1,
"MDW","MCI",1,
"MDW","DCA",1,
"MDW","RSW",1,
"MDW","MCO",1,
"MDW","CHS",1,
"MDW","MHT",1,
"MDW","PBI",1,
"MDW","GRR",1,
"MDW","OKC",1,
"MDW","CLE",1,
"MDW","DTW",1,
"MDW","ALB",1,
"MDW","CVG",1,
"MDW","BUF",1,
"MDW","MIA",1,
"MDW","STL",1,
"MDW","SAT",1,
"MDW","CMH",1,
"MDW","ONT",1,
"MDW","SMF",1,
"MDW","OMA",1,
"MDW","TPA",1,
"MDW","DEN",1,
"MDW","SLC",1,
"MDW","LAS",1,
"MDW","OAK",1,
"MDW","SAN",1,
"MDW","JAX",1,
"MDW","BWI",1,
"MDW","MSP",1,
"MDW","SEA",1,
"MDW","PDX",1,
"MDW","ABQ",1,
"MDW","CLT",1,
"MDW","ORF",1,
"MDW","MEM",1,
"MDW","BHM",1,
"MDW","DAL",1,
"MDW","RDU",1,
"MDW","HOU",1,
"MDW","PHL",1,
"MDW","PVD",1,
"MDW","MSY",1,
"MDW","PIT",1,
"MDW","BDL",1,
"MDW","BNA",1,
"MDW","LGA",1,
"MDW","ATL",1,
"MDW","LAX",1,
"MDW","SJC",1,
"MDW","FLL",1,
"MDW","BOS",1,
"MDW","PHX",1,
"MDW","SJU",1,
"MDW","BUR",1,
"MDW","SFO",1,
"MDW","AUS",1,
"MDW","TUS",1,
"MDW","MCI",1,
"MDW","SDF",1,
"MDW","DCA",1,
"MDW","RSW",1,
"MDW","MCO",1,
"MDW","CHS",1,
"MDW","MHT",1,
"MDW","GRR",1,
"MDW","OKC",1,
"MDW","VPS",1,
"MDW","TYS",1,
"MDW","PGD",1,
"MDW","MQY",1,
"MDW","PSP",1,
"MDW","ATL",1,
"MDW","GPT",1,
"MDW","DAY",1,
"MDW","MSP",1,
"MDW","IAD",1,
"MDW","PBI",1,
"MDW","IND",1,
"MDW","EWR",1,
"MDW","SNA",1,
"MDW","OPF",1,
"MDW","AOH",1,
"MDW","PBI",1,
"MDW","HPN",1,
"MDW","TEB",1,
"MDW","RIL",1,
"MDW","CLD",1,
"MDW","SNA",1,
"MDW","ASE",1,
"MDW","OPF",1,
"MDW","MN7",1,
"MDW","PSP",1,
"MDW","UGN",1,
"MEI","IAH",1,
"MEM","ORD",1,
"MEM","CVG",1,
"MEM","DAL",1,
"MEM","HOU",1,
"MEM","ATL",1,
"MEM","MDW",1,
"MEM","MCO",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","DAL",1,
"MEM","HOU",1,
"MEM","ATL",1,
"MEM","PHX",1,
"MEM","MDW",1,
"MEM","MCO",1,
"MEM","DEN",1,
"MEM","DEN",1,
"MEM","MCO",1,
"MEM","CLE",1,
"MEM","DTW",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","STL",1,
"MEM","SAT",1,
"MEM","IAH",1,
"MEM","EWR",1,
"MEM","ELP",1,
"MEM","ONT",1,
"MEM","GSO",1,
"MEM","SMF",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","SLC",1,
"MEM","LAS",1,
"MEM","OAK",1,
"MEM","SAN",1,
"MEM","JAX",1,
"MEM","BWI",1,
"MEM","MSP",1,
"MEM","GEG",1,
"MEM","SEA",1,
"MEM","RNO",1,
"MEM","PDX",1,
"MEM","MKE",1,
"MEM","ABQ",1,
"MEM","CLT",1,
"MEM","IND",1,
"MEM","RDU",1,
"MEM","PHL",1,
"MEM","MSY",1,
"MEM","PIT",1,
"MEM","IAD",1,
"MEM","DFW",1,
"MEM","BDL",1,
"MEM","BNA",1,
"MEM","ATL",1,
"MEM","LAX",1,
"MEM","SJC",1,
"MEM","FLL",1,
"MEM","BOS",1,
"MEM","PHX",1,
"MEM","SJU",1,
"MEM","SFO",1,
"MEM","BQN",1,
"MEM","TUS",1,
"MEM","MCI",1,
"MEM","LCK",1,
"MEM","SWF",1,
"MEM","JFK",1,
"MEM","MCO",1,
"MEM","MHT",1,
"MEM","ROC",1,
"MEM","HRL",1,
"MEM","CSG",1,
"MEM","ATL",1,
"MEM","EVV",1,
"MEM","HSV",1,
"MEM","DTW",1,
"MEM","ALB",1,
"MEM","BUF",1,
"MEM","ORD",1,
"MEM","BMI",1,
"MEM","CHA",1,
"MEM","FWA",1,
"MEM","BOI",1,
"MEM","EWR",1,
"MEM","ONT",1,
"MEM","GSO",1,
"MEM","TYS",1,
"MEM","DAY",1,
"MEM","OMA",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","SLC",1,
"MEM","LAS",1,
"MEM","OAK",1,
"MEM","SAN",1,
"MEM","MDT",1,
"MEM","ABE",1,
"MEM","JAX",1,
"MEM","FNT",1,
"MEM","BWI",1,
"MEM","GSP",1,
"MEM","SYR",1,
"MEM","MSP",1,
"MEM","GEG",1,
"MEM","SEA",1,
"MEM","RNO",1,
"MEM","PDX",1,
"MEM","CID",1,
"MEM","RST",1,
"MEM","SGF",1,
"MEM","GJT",1,
"MEM","CPR",1,
"MEM","GTF",1,
"MEM","FAR",1,
"MEM","MKE",1,
"MEM","BIL",1,
"MEM","ORF",1,
"MEM","BHM",1,
"MEM","ROA",1,
"MEM","PVD",1,
"MEM","IAD",1,
"MEM","DFW",1,
"MEM","BDL",1,
"MEM","BNA",1,
"MEM","TLH",1,
"MEM","ATL",1,
"MEM","FLL",1,
"MEM","PHX",1,
"MEM","HTS",1,
"MEM","MCI",1,
"MEM","ICT",1,
"MEM","SHV",1,
"MEM","SWF",1,
"MEM","SDF",1,
"MEM","JFK",1,
"MEM","MCO",1,
"MEM","BTV",1,
"MEM","CHS",1,
"MEM","RIC",1,
"MEM","FSD",1,
"MEM","GRR",1,
"MEM","OKC",1,
"MEM","PWM",1,
"MEM","SAV",1,
"MEM","COS",1,
"MEM","LFT",1,
"MEM","CLE",1,
"MEM","CVG",1,
"MEM","BUF",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","BOI",1,
"MEM","SAT",1,
"MEM","EWR",1,
"MEM","ONT",1,
"MEM","GSO",1,
"MEM","SMF",1,
"MEM","TYS",1,
"MEM","OMA",1,
"MEM","LRD",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","SLC",1,
"MEM","LAS",1,
"MEM","OAK",1,
"MEM","MDT",1,
"MEM","ABE",1,
"MEM","FNT",1,
"MEM","BWI",1,
"MEM","MSP",1,
"MEM","GEG",1,
"MEM","SEA",1,
"MEM","PDX",1,
"MEM","LBB",1,
"MEM","GTF",1,
"MEM","FAR",1,
"MEM","MKE",1,
"MEM","ABQ",1,
"MEM","MSN",1,
"MEM","BIL",1,
"MEM","ORF",1,
"MEM","IND",1,
"MEM","PHL",1,
"MEM","MSY",1,
"MEM","PIT",1,
"MEM","IAD",1,
"MEM","BDL",1,
"MEM","BNA",1,
"MEM","TUL",1,
"MEM","ATL",1,
"MEM","LAX",1,
"MEM","BOS",1,
"MEM","PHX",1,
"MEM","BUR",1,
"MEM","SNA",1,
"MEM","BFM",1,
"MEM","LCK",1,
"MEM","CAE",1,
"MEM","SHV",1,
"MEM","AFW",1,
"MEM","SDF",1,
"MEM","RSW",1,
"MEM","MCO",1,
"MEM","PBI",1,
"MEM","RIC",1,
"MEM","ROC",1,
"MEM","FSD",1,
"MEM","DSM",1,
"MEM","GRR",1,
"MEM","OKC",1,
"MEM","DTW",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","SAT",1,
"MEM","EWR",1,
"MEM","ELP",1,
"MEM","ONT",1,
"MEM","SMF",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","SLC",1,
"MEM","LAS",1,
"MEM","OAK",1,
"MEM","MSP",1,
"MEM","SEA",1,
"MEM","PDX",1,
"MEM","IND",1,
"MEM","HNL",1,
"MEM","PHL",1,
"MEM","DFW",1,
"MEM","LAX",1,
"MEM","FLL",1,
"MEM","BOS",1,
"MEM","PHX",1,
"MEM","SJU",1,
"MEM","AUS",1,
"MEM","ANC",1,
"MEM","MCI",1,
"MEM","JFK",1,
"MEM","MCO",1,
"MEM","CLE",1,
"MEM","CRW",1,
"MEM","MSP",1,
"MEM","BHM",1,
"MEM","MLU",1,
"MEM","TLH",1,
"MEM","CHS",1,
"MEM","EWR",1,
"MEM","ELP",1,
"MEM","OAK",1,
"MEM","SEA",1,
"MEM","HNL",1,
"MEM","DFW",1,
"MEM","LAX",1,
"MEM","ANC",1,
"MEM","DTW",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","SAT",1,
"MEM","GSO",1,
"MEM","SMF",1,
"MEM","DEN",1,
"MEM","MSP",1,
"MEM","PDX",1,
"MEM","MKE",1,
"MEM","PHL",1,
"MEM","MSY",1,
"MEM","DFW",1,
"MEM","BNA",1,
"MEM","TUL",1,
"MEM","LAX",1,
"MEM","BOS",1,
"MEM","SJU",1,
"MEM","AUS",1,
"MEM","MCI",1,
"MEM","MCO",1,
"MEM","ROC",1,
"MEM","DTW",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","SAT",1,
"MEM","EWR",1,
"MEM","ELP",1,
"MEM","ONT",1,
"MEM","SMF",1,
"MEM","TPA",1,
"MEM","DEN",1,
"MEM","SLC",1,
"MEM","OAK",1,
"MEM","MSP",1,
"MEM","SEA",1,
"MEM","PDX",1,
"MEM","IND",1,
"MEM","PHL",1,
"MEM","MSY",1,
"MEM","DFW",1,
"MEM","TUL",1,
"MEM","LAX",1,
"MEM","FLL",1,
"MEM","BOS",1,
"MEM","PHX",1,
"MEM","SJU",1,
"MEM","AUS",1,
"MEM","BQN",1,
"MEM","MCI",1,
"MEM","LCK",1,
"MEM","JFK",1,
"MEM","MCO",1,
"MEM","LAS",1,
"MEM","SFB",1,
"MEM","LAX",1,
"MEM","FLL",1,
"MEM","LAS",1,
"MEM","PGD",1,
"MEM","SFB",1,
"MEM","PIE",1,
"MEM","FLL",1,
"MEM","AUS",1,
"MEM","MQY",1,
"MEM","IAH",1,
"MEM","DEN",1,
"MEM","MSP",1,
"MEM","BNA",1,
"MEM","SDF",1,
"MEM","RFD",1,
"MEM","DFW",1,
"MEM","SDF",1,
"MEM","SDF",1,
"MEM","ASE",1,
"MEM","DTW",1,
"MEM","MIA",1,
"MEM","ORD",1,
"MEM","CLT",1,
"MEM","MFE",1,
"MEM","IAG",1,
"MEM","IAH",1,
"MEM","ORD",1,
"MEM","IAH",1,
"MEM","ORD",1,
"MEM","CLT",1,
"MEM","ORD",1,
"MEM","DFW",1,
"MEM","ORD",1,
"MEM","DFW",1,
"MEM","PHX",1,
"MEM","ACT",1,
"MEM","DFW",1,
"MEM","CLT",1,
"MEM","DTW",1,
"MEM","MSP",1,
"MEM","DTW",1,
"MEM","MSP",1,
"MEM","ELP",1,
"MEM","IAH",1,
"MEM","SLC",1,
"MEM","LAX",1,
"MEM","ATL",1,
"MEM","ATL",1,
"MEM","ATL",1,
"MEM","ATL",1,
"MEM","CLE",1,
"MEM","DTW",1,
"MEM","SAT",1,
"MEM","EWR",1,
"MEM","PDX",1,
"MEM","MKE",1,
"MEM","IND",1,
"MEM","HOU",1,
"MEM","IAD",1,
"MEM","ATL",1,
"MEM","LAX",1,
"MEM","SFO",1,
"MEM","OKC",1,
"MEM","CLT",1,
"MEM","TPA",1,
"MEM","MSP",1,
"MEM","TVF",1,
"MEM","ONT",1,
"MEM","SMF",1,
"MEM","SLC",1,
"MEM","HNL",1,
"MEM","LAX",1,
"MEM","SHV",1,
"MEM","ORD",1,
"MEM","IAH",1,
"MEM","DFW",1,
"MEM","PHX",1,
"MEM","CVG",1,
"MEM","CVG",1,
"MEM","GEG",1,
"MEM","ORD",1,
"MEM","HNL",1,
"MEM","ANC",1,
"MEM","SJU",1,
"MEM","GPT",1,
"MEM","PIE",1,
"MEM","HRO",1,
"MEM","ELD",1,
"MEM","MIA",1,
"MEM","BQN",1,
"MEM","DEN",1,
"MEO","ORF",1,
"MFE","LAS",1,
"MFE","SFB",1,
"MFE","LAS",1,
"MFE","SDF",1,
"MFE","LIT",1,
"MFE","SAT",1,
"MFE","LRD",1,
"MFE","LRD",1,
"MFE","IAH",1,
"MFE","IAH",1,
"MFE","IAH",1,
"MFE","DFW",1,
"MFE","DFW",1,
"MFE","TXK",1,
"MFE","DFW",1,
"MFE","DFW",1,
"MFE","IAH",1,
"MFE","IAH",1,
"MFE","DFW",1,
"MFE","GPT",1,
"MFR","PDX",1,
"MFR","LMT",1,
"MFR","PDX",1,
"MFR","PDX",1,
"MFR","LMT",1,
"MFR","PDX",1,
"MFR","LAS",1,
"MFR","LAX",1,
"MFR","BOI",1,
"MFR","SMF",1,
"MFR","DEN",1,
"MFR","SLC",1,
"MFR","SEA",1,
"MFR","PDX",1,
"MFR","LAX",1,
"MFR","SFO",1,
"MFR","SLC",1,
"MFR","DEN",1,
"MFR","SFO",1,
"MFR","SLC",1,
"MFR","PHX",1,
"MFR","SFO",1,
"MFR","DEN",1,
"MFR","DEN",1,
"MFR","SEA",1,
"MFR","LAX",1,
"MFR","SEA",1,
"MFR","PDX",1,
"MGM","GSP",1,
"MGM","TRI",1,
"MGM","ATL",1,
"MGM","CLT",1,
"MGM","DFW",1,
